"Username","Vehicle.model","Lifetime.average.Wh.km","Your.mileage.km","Your.range.at.100.","X100..range.for.this.trim.level","Remaining.battery.capacity","Trendline.","x","y"
"220v","Model S 85",225,3400,401,395,1.02,1.831,3400,1.02
"600sl","Model S 90D",210,25500,431,447,0.96,1.6435,25500,0.96
"AC1K","Model S P85",176,60113,418,428,0.98,1.3499,60113,0.98
"Aggregate","Model S 75",188,1322,381,375,1.02,1.8474,1322,1.02
"Aggregate","Model S 75",187,3164,381,375,1.02,1.833,3164,1.02
"Aggregate","Model S 75",188,4752,383,375,1.02,1.8195,4752,1.02
"Aggregate","Model S 75",189,6500,382,375,1.02,1.8047,6500,1.02
"Aggregate","Model S 75",192,8000,379,375,1.01,1.7919,8000,1.01
"Aggregate","Model S 75",194,8400,380,375,1.01,1.7886,8400,1.01
"Aggregate","Model S 75",199,10239,377,375,1.01,1.773,10239,1.01
"Aggregate","Model S 75",201,14950,372,375,0.99,1.733,14950,0.99
"Aggregate","Model S 75",200,21634,375,375,1,1.6763,21634,1
"Aggregate","Model S 75",196,24000,367,375,0.98,1.6562,24000,0.98
"Aggregate","Model S 75",194,27000,370,375,0.99,1.6308,27000,0.99
"Aggregate","Model S 75",189,32600,372,375,0.99,1.5833,32600,0.99
"Aggregate","Model S 75",186,37850,371,375,0.99,1.5388,37850,0.99
"Aggregate","Model S 75",185,40000,370,375,0.99,1.5205,40000,0.99
"Aggregate","Model S 75",187,51500,366,375,0.98,1.423,51500,0.98
"Aggregate","Model S 75",188,55200,364,375,0.97,1.3916,55200,0.97
"Aggregate","Model S 75",184,93053,348,375,0.93,1.0705,93053,0.93
"aikisteve","Model S P85D",220,63000,379,403,0.94,1.3254,63000,0.94
"Alain13","Unspecified 85 kWh",224,12000,388,395,0.98,1.758,12000,0.98
"alertic","Model S 85D",218,56469,418,425,0.98,1.3808,56469,0.98
"AnalysiZ","Model S P85D",225,317,404,403,1,1.6809,317,1
"AnalysiZ","Model S P85D",212,1875,405,403,1.01,1.8438,1875,1.01
"AnalysiZ","Model S P85D",205,3772,410,403,1.02,1.8278,3772,1.02
"AnalysiZ","Model S P85D",208,4815,409,403,1.01,1.819,4815,1.01
"AnalysiZ","Model S P85D",206,5012,410,403,1.02,1.8173,5012,1.02
"AnalysiZ","Model S P85D",205,5579,410,403,1.02,1.8125,5579,1.02
"AnalysiZ","Model S P85D",203,7339,410,403,1.02,1.7976,7339,1.02
"AnalysiZ","Model S P85D",200,9484,409,403,1.01,1.7794,9484,1.01
"AnalysiZ","Model S P85D",199,10843,408,403,1.01,1.7678,10843,1.01
"AnalysiZ","Model S P85D",198,13087,407,403,1.01,1.7488,13087,1.01
"AnalysiZ","Model S P85D",197,16302,406,403,1.01,1.7215,16302,1.01
"AnalysiZ","Model S P85D",197,18610,407,403,1.01,1.702,18610,1.01
"AnalysiZ P85","Model S P85",200,16045,383,395,0.97,1.7237,16045,0.97
"AnalysiZ S70","Model S 70",189,1186,368,355,1.04,1.8475,1186,1.04
"Anco","Model S 85",215,4397,392,395,0.99,1.8225,4397,0.99
"Anco","Model S 85",223,43123,355,395,0.9,1.494,43123,0.9
"Anco","Model S 85",222,46500,374,395,0.95,1.4654,46500,0.95
"anco","Model S 85",223,62660,374,395,0.95,1.3283,62660,0.95
"Anco","Model S 85",219,106200,378,395,0.96,0.959,106200,0.96
"anco","Model S 75D",233,6900,389,384,1.01,1.8013,6900,1.01
"Andre68","Model S 85",223,76500,372,395,0.94,1.2109,76500,0.94
"Anssi","Model S 70D",218,17800,353,360,0.98,1.7088,17800,0.98
"apollo 46","Model S 90D",228,1196,450,447,1.01,1.8475,1196,1.01
"apollo 46","Model S 90D",226,2062,448,447,1,1.8423,2062,1
"apollo 46","Model S 90D",218,7133,448,447,1,1.7993,7133,1
"apollo 46","Model S 90D",215,10715,446,447,1,1.7689,10715,1
"apollo 46","Model S 90D",216,15001,439,447,0.98,1.7326,15001,0.98
"apollo 46","Model S 90D",213,18602,434,447,0.97,1.702,18602,0.97
"apollo 46","Model S 90D",214,20421,439,447,0.98,1.6866,20421,0.98
"apollo 46","Model S 90D",222,25581,432,447,0.97,1.6428,25581,0.97
"apollo 46","Model S 90D",222,30786,431,447,0.96,1.5987,30786,0.96
"apollo 46","Model S 90D",219,35581,429,447,0.96,1.558,35581,0.96
"apollo 46","Model S 90D",215,42743,429,447,0.96,1.4973,42743,0.96
"apollo 46","Model S 90D",213,51364,431,447,0.96,1.4241,51364,0.96
"arjan.a","Model S 85",239,26000,378,395,0.96,1.6393,26000,0.96
"arnkl","Model S 85",197,57000,379,395,0.96,1.3763,57000,0.96
"Ashtorak","Model S 70",202,7080,367,355,1.03,1.7997,7080,1.03
"Astrid","Model X 100D",215,7170,450,448,1,1.799,7170,1
"AustinP","Model S 85",215,178000,359,395,0.91,0.35,178000,0.91
"Baselland","Model S P90D",244,1330,412,412,1,1.8474,1330,1
"Baselland","Model S P90D",235,10001,402,412,0.98,1.775,10001,0.98
"Baselland","Model S P90D",230,19700,400,412,0.97,1.6927,19700,0.97
"Baselland","Model S P90D",232,59800,388,412,0.94,1.3526,59800,0.94
"BaselLandShrooms","Model S 85",221,44471,385,395,0.97,1.4826,44471,0.97
"BasvdPoel","Model S 85",216,6053,392,395,0.99,1.8085,6053,0.99
"BasvdPoel","Model S 85",226,10000,391,395,0.99,1.775,10000,0.99
"BasvdPoel","Model S 85",229,34317,372,395,0.94,1.5687,34317,0.94
"BasvdPoel","Model S 85",224,40005,383,395,0.97,1.5205,40005,0.97
"Beeeerock","Model S 85D",195,27000,430,435,0.99,1.6308,27000,0.99
"BennyG","Model S 85",204,16840,385,395,0.97,1.717,16840,0.97
"BennyG","Model S 85",209,22000,377,395,0.95,1.6732,22000,0.95
"BennyG","Model S 85",214,28805,370,395,0.94,1.6155,28805,0.94
"BennyG","Model S 85",213,31293,375,395,0.95,1.5944,31293,0.95
"BennyG","Model S 85",207,42234,381,395,0.96,1.5016,42234,0.96
"BennyG","Model S 85",207,45533,385,395,0.97,1.4736,45533,0.97
"BennyG","Model S 85",205,50878,385,395,0.97,1.4283,50878,0.97
"BennyG","Model S 85",205,60825,384,395,0.97,1.3439,60825,0.97
"BennyG","Model S 85",205,75443,381,395,0.96,1.2199,75443,0.96
"BennyG","Model S 75D",183,6548,383,384,1,1.8043,6548,1
"BennyG","Model S 75D",201,25247,367,384,0.96,1.6457,25247,0.96
"BennyG","Model S 75D",201,25456,367,384,0.96,1.6439,25456,0.96
"BennyG","Model S 75D",193,87768,358,384,0.93,1.1154,87768,0.93
"Berg","Model S P85",245,58000,372,395,0.94,1.3679,58000,0.94
"Berg","Model S P85",245,64000,370,395,0.94,1.317,64000,0.94
"Berg","Model S P85",235,84000,382,395,0.97,1.1473,84000,0.97
"Bernhard","Model S 70",210,52000,361,355,1.02,1.4187,52000,1.02
"Bernie","Model S 70D",198,6455,361,360,1,1.8051,6455,1
"Bernie","Model S 70D",219,11989,362,360,1.01,1.7581,11989,1.01
"Bernie","Model S 70D",218,23635,362,360,1.01,1.6593,23635,1.01
"Bernie","Model S 70D",208,38729,355,360,0.99,1.5313,38729,0.99
"Bernie 75D","Model S 75D",240,2642,384,384,1,1.8374,2642,1
"Bianco","Model S 85",220,38500,375,395,0.95,1.5333,38500,0.95
"Bianco","Model S 85",220,56157,377,395,0.95,1.3835,56157,0.95
"BiancoP85D","Model S P85D",NA,15970,393,403,0.98,1.7243,15970,0.98
"Biet","Model S P85D",188,88900,383,403,0.95,1.1058,88900,0.95
"Big daddy G","Model S 85D",224,54500,425,425,1,1.3975,54500,1
"Blackbird","Model S P90D",240,35333,402,412,0.98,1.5601,35333,0.98
"Blackbird","Model S 70D",230,30174,356,360,0.99,1.6039,30174,0.99
"Blitz","Model S 85",220,140504,371,395,0.94,0.6681,140504,0.94
"Blumewirt","Model S 70D",188,171941,351,360,0.98,0.4014,171941,0.98
"BobbyKings","Model S 85D",206,50011,412,425,0.97,1.4356,50011,0.97
"BobRob","Model S P85+",240,159500,365,395,0.92,0.507,159500,0.92
"Bonkers","Model S 85",211,53000,366,395,0.93,1.4103,53000,0.93
"Boost","Model S P85",200,67023,374,395,0.95,1.2913,67023,0.95
"Boost","Model S P85",200,69300,371,395,0.94,1.272,69300,0.94
"bpsmits","Model S 85",212,33366,393,395,0.99,1.5768,33366,0.99
"bpsmits","Model S 85",217,60000,388,395,0.98,1.3509,60000,0.98
"bpsmits","Model S 85",218,104000,373,395,0.94,0.9777,104000,0.94
"bpsmits","Model S 85",217,134709,377,395,0.95,0.7172,134709,0.95
"Bram","Model S 85",205,14000,391,395,0.99,1.7411,14000,0.99
"brderyck","Model S 85",261,950,394,395,1,1.8443,950,1
"brderyck","Model S 85",261,3600,394,395,1,1.8293,3600,1
"brderyck","Model S 85",260,5500,399,395,1.01,1.8132,5500,1.01
"brderyck","Model S 85",250,12440,388,395,0.98,1.7543,12440,0.98
"brderyck","Model S 85",225,21956,386,395,0.98,1.6736,21956,0.98
"brderyck","Model S 85",218,35000,378,395,0.96,1.5629,35000,0.96
"brderyck","Model S 85",240,62000,380,395,0.96,1.3339,62000,0.96
"brderyck","Model S 85",225,75000,374,395,0.95,1.2237,75000,0.95
"Broekroelofs","Model S P85+",NA,137000,360,395,0.91,0.6978,137000,0.91
"BTKKBS","Model S 90D",NA,64513,441,447,0.99,1.3126,64513,0.99
"C Bretaud","Model S P85",214,156115,372,395,0.94,0.5357,156115,0.94
"C Bretaud","Model S P85",217,201000,367,395,0.93,0.155,201000,0.93
"caddy123","Model S 85",NA,98000,384,395,0.97,1.0286,98000,0.97
"CAHL","Model S 90D",197,5704,469,470,1,1.8114,5704,1
"CAHL","Model S 90D",195,2647,472,470,1,1.8373,2647,1
"cairnz","Model S P85",204,114400,375,395,0.95,0.8895,114400,0.95
"cambonp","Model S 85",NA,199400,370,395,0.94,0.1685,199400,0.94
"Canta","Model S 85",224,117145,381,395,0.96,0.8662,117145,0.96
"CarlL","Model S 85",242,30100,380,395,0.96,1.6045,30100,0.96
"CarlL","Model S 85",218,58000,371,395,0.94,1.3679,58000,0.94
"CarlL","Model S 85D",218,12000,430,425,1.01,1.758,12000,1.01
"CarlosW","Model S 60",231,15300,285,284,1,1.73,15300,1
"caspakomiker","Model S 85",NA,208800,365,428,0.85,0.0888,208800,0.85
"Cato76","Model S P85",224,64908,388,395,0.98,1.3093,64908,0.98
"cbretaud","Model S P85",211,122100,361,395,0.91,0.8242,122100,0.91
"cedv17","Model X 60D",215,3800,323,317,1.02,1.8276,3800,1.02
"CF777E","Model S 90D",198,8900,456,447,1.02,1.7843,8900,1.02
"CF777E","Model S 90D",204,14500,446,447,1,1.7368,14500,1
"cges","Unspecified 85 kWh",229,64000,385,395,0.97,1.317,64000,0.97
"Changedriver","Unspecified 85 kWh",222,39000,378,395,0.96,1.529,39000,0.96
"chr20","Model S 85",229,102000,374,395,0.95,0.9947,102000,0.95
"chrisdl","Unspecified 85 kWh",217,18000,380,395,0.96,1.7071,18000,0.96
"ChrisK","Model S 85",227,145128,370,395,0.94,0.6289,145128,0.94
"chrisschorsch","Model S 90D",218,22185,439,447,0.98,1.6716,22185,0.98
"ChrisWorks","Model S 85D",204,14000,396,425,0.93,1.7411,14000,0.93
"CJAHulskamp","Model S 70",187,11968,369,355,1.04,1.7583,11968,1.04
"CJAhulskamp","Model S 70",210,38020,359,355,1.01,1.5373,38020,1.01
"Coltsmild","Model S 85",223,73623,405,428,0.95,1.2353,73623,0.95
"Consolaus","Model S 75D",218,30325,373,384,0.97,1.6026,30325,0.97
"Consolaus","Model S 75D",198,73876,357,384,0.93,1.2332,73876,0.93
"Cookie Monster","Model S P85D",209,16300,402,403,1,1.7215,16300,1
"D4Ha (NL)","Model X 90D",230,120728,400,400,1,0.8358,120728,1
"Daankool","Model S 85",NA,160163,361,395,0.91,0.5013,160163,0.91
"Dagger600","Model S 90D",220,10177,444.8,447,1,1.7735,10177,1
"Dakine","Model S 75",NA,14806,379,375,1.01,1.7342,14806,1.01
"Dangis","Model X 100D",246,2132,448,448,1,1.8417,2132,1
"Dangis","Model X 100D",246,23275,436,448,0.97,1.6624,23275,0.97
"Daniel74","Model S P85",219,115805,367,395,0.93,0.8776,115805,0.93
"Danielk","Unspecified 85 kWh",216,46000,383,395,0.97,1.4696,46000,0.97
"Danielk","Unspecified 85 kWh",206,20509,388,395,0.98,1.6858,20509,0.98
"DanielP","Model S 90D",207,43642,440,447,0.98,1.4896,43642,0.98
"Dark Matter","Model S 85",232,11896,424,428,0.99,1.7589,11896,0.99
"Dark Matter","Model S 85",209,19996,421,428,0.98,1.6902,19996,0.98
"Dark Matter","Model S 85",204,36474,422,428,0.99,1.5504,36474,0.99
"Dark Matter","Model S 85",211,46800,420,428,0.98,1.4629,46800,0.98
"Dark Matter","Model S 90",204,53900,452,446,1.01,1.4026,53900,1.01
"Dark Matter","Model S 90",208,56500,460,446,1.03,1.3806,56500,1.03
"Dark Singularity","Model S 60D",228,572,351,352,1,1.8057,572,1
"Deffe","Model S P85",261,16133,391,395,0.99,1.723,16133,0.99
"dekoene","Model S 70D",229,17070,357,360,0.99,1.715,17070,0.99
"dekoene","Model S 70D",232,21000,358,360,0.99,1.6817,21000,0.99
"dekoene","Model S 70D",234,27991,359,360,1,1.6224,27991,1
"dfranssen","Model S 85D",227,4761,402,425,0.95,1.8194,4761,0.95
"dfranssen","Model S 85D",224,8414,401,425,0.94,1.7884,8414,0.94
"DidierDozer","Model S 75D",215,9604,393,384,1.02,1.7783,9604,1.02
"diegop","Model S 90",204,16667,410,420,0.98,1.7184,16667,0.98
"Dimivdb","Model S 85",278,980,394,395,1,1.8451,980,1
"Dimivdb","Model S 85",256,4400,394,395,1,1.8225,4400,1
"Dimivdb","Model S 85",230,11500,394,395,1,1.7623,11500,1
"Dimivdb","Model S 85",237,14700,389,395,0.98,1.7351,14700,0.98
"DLB","Unspecified 85 kWh",223,22507,383,395,0.97,1.6689,22507,0.97
"DMC","Model S 85D",189,24027,415,435,0.95,1.656,24027,0.95
"docjones","Model S 85",218,113418,385,395,0.97,0.8978,113418,0.97
"Domidragon","Model S P85D",239,37444,390,403,0.97,1.5422,37444,0.97
"Domidragon","Model S P85D",245,42500,385,403,0.96,1.4993,42500,0.96
"dosmont","Model S 85D",214,36800,413,425,0.97,1.5477,36800,0.97
"Dreamy","Model X 90D",218,28937,384,400,0.96,1.6144,28937,0.96
"Dreamy","Model X 90D",218,35116,384,400,0.96,1.562,35116,0.96
"Drinden","Model S 85",211,65000,360,395,0.91,1.3085,65000,0.91
"Drinden","Model S 85",210,1e+05,359,395,0.91,1.0116,1e+05,0.91
"DRM","Model S 85",222,54000,372,395,0.94,1.4018,54000,0.94
"DRM","Model S 85",218,79950,389,395,0.98,1.1817,79950,0.98
"DRZMKRMT","Model 3 SR+",149,954,382,415,0.92,1.8444,954,0.92
"DRZMKRMT","Model 3 SR+",149,5000,370,415,0.89,1.8174,5000,0.89
"DvdBlink","Model S 75D",194,3767,386,384,1.01,1.8278,3767,1.01
"DvdBlink","Model S 75D",194,11479,378,384,0.98,1.7624,11479,0.98
"DvdBlink","Model S 75D",194,18446,374,384,0.97,1.7033,18446,0.97
"DvdBlink","Model S 75D",194,26765,370,384,0.96,1.6328,26765,0.96
"DvdBlink","Model S 75D",194,45770,370,384,0.96,1.4716,45770,0.96
"dvroegop","Model S 85",224,8192,393,395,0.99,1.7903,8192,0.99
"dvroegop","Model S 85",216,20120,389,395,0.98,1.6891,20120,0.98
"e-fan","Model S P85",219,113204,372,395,0.94,0.8996,113204,0.94
"e-Rik","Model S P85",218,21000,379,395,0.96,1.6817,21000,0.96
"e-Rik","Model S P85",218,43500,374,395,0.95,1.4908,43500,0.95
"eae","Model S 70D",217,513,359,360,1,1.7893,513,1
"eae","Model S 70D",232,3032,361,360,1,1.8341,3032,1
"eae","Model S 70D",230,4093,361,360,1,1.8251,4093,1
"eae","Model S 70D",228,6076,361,360,1,1.8083,6076,1
"eae","Model S 70D",220,8643,361,360,1,1.7865,8643,1
"eae","Model S 70D",218,11680,364,360,1.01,1.7607,11680,1.01
"eae","Model S 70D",211,15300,364,360,1.01,1.73,15300,1.01
"eae","Model S 70D",210,17500,361,360,1,1.7114,17500,1
"eae","Model S 70D",209,18300,359,360,1,1.7046,18300,1
"eae","Model S 70D",205,20300,359,360,1,1.6876,20300,1
"eae","Model S 70D",202,22442,361,360,1,1.6695,22442,1
"eae","Model S 70D",201,24088,359,360,1,1.6555,24088,1
"eae","Model S 70D",203,28514,359,360,1,1.618,28514,1
"eae","Model S 70D",205,30000,358,360,0.99,1.6053,30000,0.99
"eae","Model S 70D",207,32054,358,360,0.99,1.5879,32054,0.99
"eae","Model S 70D",210,66000,360,360,1,1.3,66000,1
"easygysi","Model S 85",218,38500,385,395,0.97,1.5333,38500,0.97
"ebullio","Model S 85",235,22526,391,395,0.99,1.6687,22526,0.99
"ebullio","Model S 85",238,32302,388,395,0.98,1.5858,32302,0.98
"ebullio","Model S 85",239,38867,385,395,0.97,1.5301,38867,0.97
"ebullio","Model S 85",238,52619,381,395,0.96,1.4135,52619,0.96
"ebullio","Model S 85",236,59060,380,395,0.96,1.3589,59060,0.96
"ebullio","Model S 85",235,78956,382,395,0.97,1.1901,78956,0.97
"ebullio","Model S 85",235,86532,383,395,0.97,1.1259,86532,0.97
"ebullio","Model S 85",234,91921,379,395,0.96,1.0801,91921,0.96
"ebullio","Model S 85",234,106530,371,395,0.94,0.9562,106530,0.94
"eddyf0032","Model X 75D",260,120,336,329,1.02,1.3869,120,1.02
"eddyf0032","Model X 75D",235,7000,334,329,1.02,1.8004,7000,1.02
"eddyf0032","Model X 75D",235,29500,322,329,0.98,1.6096,29500,0.98
"eddyf0032","Model X 75D",238,33400,324,329,0.98,1.5765,33400,0.98
"eddyf0032 - s85","Model S P85",242,18450,394,395,1,1.7033,18450,1
"Edi99","Model S P85",220,52000,381,395,0.96,1.4187,52000,0.96
"Edi99","Model S P85",220,68000,378,395,0.96,1.283,68000,0.96
"Edi99","Model S P85",224,80101,378,395,0.96,1.1804,80101,0.96
"EdvanS","Model S P100D",320,180,481,483,1,1.5087,180,1
"EdvanS","Model S 100D",243,8560,505,510,0.99,1.7872,8560,0.99
"EdvanS","Model S P100D",270,320,488,483,1.01,1.6835,320,1.01
"EdvanS","Model S P100D",270,25308,467,483,0.97,1.6451,25308,0.97
"Eelcodb","Model S 85",197,13200,384,395,0.97,1.7478,13200,0.97
"Eelcodb","Model S 85",193,40200,389,395,0.98,1.5188,40200,0.98
"EggyP85","Model S P85",218,52159,381,395,0.96,1.4174,52159,0.96
"EggyP85","Model S P85",218,55071,381,395,0.96,1.3927,55071,0.96
"EggyP85","Model S P85",218,55300,381,395,0.96,1.3908,55300,0.96
"EggyP85","Model S P85",218,64584,380,395,0.96,1.312,64584,0.96
"EggyP85","Model S P85",218,72849,377,395,0.95,1.2419,72849,0.95
"EggyP85","Model S P85",218,75554,375,395,0.95,1.219,75554,0.95
"EggyP85+","Model S P85+",218,54475,378,395,0.96,1.3978,54475,0.96
"EggyP85+","Model S P85+",218,54757,377,395,0.95,1.3954,54757,0.95
"EggyP85+","Model S P85+",218,57228,379,395,0.96,1.3744,57228,0.96
"EggyP85+","Model S P85+",218,58191,380,395,0.96,1.3662,58191,0.96
"egn","Model S 85",233,74181,380,395,0.96,1.2306,74181,0.96
"egn","Model S 85",223,80240,381,395,0.96,1.1792,80240,0.96
"egn","Model S 85",224,90048,379,395,0.96,1.096,90048,0.96
"egn","Model S 85",223,94980,382,395,0.97,1.0542,94980,0.97
"egnX","Model X 100D",202,4744,450,448,1,1.8196,4744,1
"egnX","Model X 100D",202,16577,426,448,0.95,1.7192,16577,0.95
"ELDIAC","Model S 75",168,18800,372,375,0.99,1.7003,18800,0.99
"eMarkus","Model S 85",215,24950,396,395,1,1.6482,24950,1
"Energie Gratiz","Model S P85",218,73353,380,395,0.96,1.2376,73353,0.96
"Energie Gratiz","Model S P85",232,173200,371,395,0.94,0.3908,173200,0.94
"Energie Gratiz","Model S P85",228,231000,370,395,0.94,-0.0995,231000,0.94
"Energie Gratiz","Model S P85",233,361500,355,395,0.9,-1.2064,361500,0.9
"Eric Vergeer","Model S P85D",268,3503,405,403,1.01,1.8301,3503,1.01
"eric verlaet","Model S 70D",178,91770,356,360,0.99,1.0814,91770,0.99
"eric verlaet","Model S 70D",178,93005,351,360,0.98,1.071,93005,0.98
"eric verlaet","Model S 70D",NA,102748,352,360,0.98,0.9883,102748,0.98
"eric verlaet","Model S 70D",205,110000,348,360,0.97,0.9268,110000,0.97
"eric verlaet","Model S 70D",205,118015,346,360,0.96,0.8588,118015,0.96
"eric verlaet","Model S 70D",190,164300,342,360,0.95,0.4662,164300,0.95
"eric verlaet","Model S 70D",190,176331,341,360,0.95,0.3642,176331,0.95
"Erik-S85","Model S 85",245,7330,391,395,0.99,1.7976,7330,0.99
"Erik-S85","Model S 85",218,40501,377,395,0.95,1.5163,40501,0.95
"Erik-S85","Model S 85",220,54000,383,395,0.97,1.4018,54000,0.97
"ErikR","Model S 85",244,1136,399,395,1.01,1.8472,1136,1.01
"ErikR","Model S 85",244,4517,394,395,1,1.8215,4517,1
"ErikR","Model S 85",251,7024,393,395,0.99,1.8002,7024,0.99
"ErikR","Model S 85",258,9732,393,395,0.99,1.7773,9732,0.99
"ErikR","Model S 85",265,12199,392,395,0.99,1.7563,12199,0.99
"ErikR","Model S 85",265,13425,391,395,0.99,1.7459,13425,0.99
"ErikR","Model S 85",269,15930,387,395,0.98,1.7247,15930,0.98
"ErikR","Model S 85",269,20412,381,395,0.96,1.6867,20412,0.96
"ErikR","Model S 85",267,21957,382,395,0.97,1.6736,21957,0.97
"ErikR","Model S 85",265,25069,381,395,0.96,1.6472,25069,0.96
"ErikR","Model S 85",262,31500,376,395,0.95,1.5926,31500,0.95
"ErikR","Model S 85",259,35580,371,395,0.94,1.558,35580,0.94
"ErikR","Model S 85",258,40592,372,395,0.94,1.5155,40592,0.94
"ErikR","Model S 85",258,42700,376,395,0.95,1.4976,42700,0.95
"ErikR","Model S 85",258,48277,366,395,0.93,1.4503,48277,0.93
"ErikR","Model S 85",258,48521,367,395,0.93,1.4483,48521,0.93
"ErikR","Model S 85",258,55421,367,395,0.93,1.3897,55421,0.93
"ErikR","Model S 85",253,65833,373,395,0.94,1.3014,65833,0.94
"Ervee","Model S 85",246,26550,375,395,0.95,1.6346,26550,0.95
